inst_name,state_abbr,city,county_name,enrollment_men,enrollment_women,enrollment_total,ath_classification_code
Model College of Hair Design,MN,Saint Cloud,Stearns County,,,,
Minnesota State University Moorhead,MN,Moorhead,Clay County,1168.0,1939.0,3107.0,4.0
North Hennepin Community College,MN,Brooklyn Park,Hennepin County,,,,
Normandale Community College,MN,Bloomington,Hennepin County,,,,
North Central University,MN,Minneapolis,Hennepin County,352.0,427.0,779.0,7.0
Northland Community and Technical College,MN,Thief River Falls,Pennington County,381.0,503.0,884.0,14.0
University of Northwestern-St Paul,MN,Saint Paul,Ramsey County,601.0,841.0,1442.0,6.0
Northwestern Health Sciences University,MN,Bloomington,Hennepin County,,,,
Oak Hills Christian College,MN,Bemidji,Beltrami County,37.0,25.0,62.0,16.0
Pine Technical & Community College,MN,Pine City,Pine County,,,,
Rainy River Community College,MN,International Falls,Koochiching County,52.0,46.0,98.0,14.0
Rochester Community and Technical College,MN,Rochester,Olmsted County,716.0,780.0,1496.0,14.0
College of Saint Benedict,MN,Saint Joseph,Stearns County,,,,
St Cloud Technical and Community College,MN,Saint Cloud,Stearns County,712.0,808.0,1520.0,14.0
Saint Cloud State University,MN,Saint Cloud,Stearns County,2299.0,2431.0,4730.0,5.0
Saint Johns University,MN,Collegeville,Stearns County,,,,
Saint Mary's University of Minnesota,MN,Winona,Winona County,433.0,542.0,975.0,7.0
St Olaf College,MN,Northfield,Rice County,1245.0,1703.0,2948.0,6.0
Crown College,MN,Saint Bonifacius,Carver County,285.0,265.0,550.0,6.0
The College of Saint Scholastica,MN,Duluth,St. Louis County,578.0,1221.0,1799.0,6.0
University of St Thomas,MN,Saint Paul,Ramsey County,3005.0,2839.0,5844.0,2.0
Empire Beauty School-Bloomington,MN,Bloomington,Hennepin County,,,,
St Catherine University,MN,Saint Paul,Ramsey County,30.0,1741.0,1771.0,7.0
Rasmussen University-Minnesota,MN,St. Cloud,Stearns County,,,,
Saint Paul College,MN,Saint Paul,Ramsey County,,,,
Southwest Minnesota State University,MN,Marshall,Lyon County,629.0,834.0,1463.0,4.0
Summit Academy Opportunities Industrialization Center,MN,Minneapolis,Hennepin County,,,,
United Theological Seminary of the Twin Cities,MN,St. Paul,Ramsey County,,,,
Vermilion Community College,MN,Ely,St. Louis County,247.0,111.0,358.0,14.0
Dunwoody College of Technology,MN,Minneapolis,Hennepin County,,,,
Ridgewater College,MN,Willmar,Kandiyohi County,621.0,704.0,1325.0,14.0
Minnesota State College Southeast,MN,Winona,Winona County,,,,
Winona State University,MN,Winona,Winona County,1608.0,3292.0,4900.0,4.0
Mitchell Hamline School of Law,MN,Saint Paul,Ramsey County,,,,
Century College,MN,White Bear Lake,Washington County,1199.0,1421.0,2620.0,14.0
Alcorn State University,MS,Alcorn State,Claiborne County,739.0,1392.0,2131.0,2.0
Belhaven University,MS,Jackson,Hinds County,411.0,693.0,1104.0,6.0
Blue Mountain College,MS,Blue Mountain,Tippah County,291.0,299.0,590.0,9.0
Chris Beauty College,MS,Gulfport,Harrison County,,,,
Coahoma Community College,MS,Clarksdale,Coahoma County,630.0,1038.0,1668.0,12.0
Copiah-Lincoln Community College,MS,Wesson,Copiah County,805.0,1094.0,1899.0,12.0
Delta Beauty College,MS,Greenville,Washington County,,,,
Delta State University,MS,Cleveland,Bolivar County,599.0,880.0,1479.0,4.0
East Central Community College,MS,Decatur,Newton County,605.0,845.0,1450.0,12.0
East Mississippi Community College,MS,Scooba,Kemper County,934.0,1081.0,2015.0,12.0
Fosters Cosmetology College,MS,Ripley,Tippah County,,,,
Academy of Hair Design-Grenada,MS,Grenada,Grenada County,,,,
Hinds Community College,MS,Raymond,Hinds County,2015.0,3064.0,5079.0,12.0
Holmes Community College,MS,Goodman,Holmes County,1033.0,1953.0,2986.0,13.0
Itawamba Community College,MS,Fulton,Itawamba County,1101.0,1666.0,2767.0,13.0
Jackson State University,MS,Jackson,Hinds County,1421.0,2619.0,4040.0,2.0
Jones County Junior College,MS,Ellisville,Jones County,1104.0,1695.0,2799.0,12.0
Meridian Community College,MS,Meridian,Lauderdale County,565.0,1229.0,1794.0,13.0
Millsaps College,MS,Jackson,Hinds County,311.0,321.0,632.0,6.0
Board of Trustees-Mississippi State Institutions of Higher Learning,MS,Jackson,Hinds County,,,,
Mississippi Delta Community College,MS,Moorhead,Sunflower County,497.0,800.0,1297.0,13.0
University of Mississippi,MS,University,Lafayette County,6283.0,8687.0,14970.0,1.0
Mississippi University for Women,MS,Columbus,Lowndes County,305.0,1322.0,1627.0,20.0
Mississippi Valley State University,MS,Itta Bena,Leflore County,484.0,626.0,1110.0,2.0
Mississippi College,MS,Clinton,Hinds County,843.0,1234.0,2077.0,4.0
Hatfield's Mississippi College of Beauty Culture,MS,Laurel,Jones County,,,,
Mississippi Gulf Coast Community College,MS,Perkinston,Stone County,1852.0,2585.0,4437.0,12.0
Mississippi State University,MS,Mississippi State,Oktibbeha County,8195.0,8566.0,16761.0,1.0
Northeast Mississippi Community College,MS,Booneville,Prentiss County,952.0,1419.0,2371.0,12.0
Northwest Mississippi Community College,MS,Senatobia,Tate County,1556.0,2467.0,4023.0,12.0
Pearl River Community College,MS,Poplarville,Pearl River County,1293.0,2184.0,3477.0,12.0
Rust College,MS,Holly Springs,Marshall County,182.0,280.0,462.0,8.0
Southeastern Baptist College,MS,Laurel,Jones County,62.0,20.0,82.0,16.0
Southwest Mississippi Community College,MS,Summit,Pike County,526.0,749.0,1275.0,12.0
University of Southern Mississippi,MS,Hattiesburg,Forrest County,3051.0,5965.0,9016.0,1.0
Magnolia College of Cosmetology,MS,Jackson,Hinds County,,,,
Tougaloo College,MS,Tougaloo,Madison County,197.0,330.0,527.0,9.0
Vaughn Beauty College,MS,Aberdeen,Monroe County,,,,
Wesley Biblical Seminary,MS,Ridgeland,Madison County,,,,
William Carey University,MS,Hattiesburg,Forrest County,514.0,1216.0,1730.0,9.0
Aquinas Institute of Theology,MO,Saint Louis,St. Louis City,,,,
Avila University,MO,Kansas City,Jackson County,368.0,548.0,916.0,9.0
Baptist Bible College,MO,Springfield,Greene County,116.0,87.0,203.0,15.0
House of Heavilin Beauty College-Blue Springs,MO,Blue Springs,Jackson County,,,,
Cox College,MO,Springfield,Greene County,,,,
Calvary University,MO,Kansas City,Cass County,70.0,93.0,163.0,16.0
Cape Girardeau Career and Technology Center,MO,Cape Girardeau,Cape Girardeau County,,,,
Central Christian College of the Bible,MO,Moberly,Randolph County,47.0,35.0,82.0,16.0
Central Methodist University-College of Liberal Arts and Sciences,MO,Fayette,Howard County,555.0,577.0,1132.0,9.0
University of Central Missouri,MO,Warrensburg,Johnson County,2556.0,3042.0,5598.0,4.0
Grand River Technical School,MO,Chillicothe,Livingston County,,,,
Cleveland University-Kansas City,KS,Overland Park,Johnson County,,,,
Columbia College,MO,Columbia,Boone County,995.0,1674.0,2669.0,9.0
Conception Seminary College,MO,Conception,Nodaway County,,,,
Concordia Seminary,MO,Saint Louis,St. Louis County,,,,
Cottey College,MO,Nevada,Vernon County,,,,
Covenant Theological Seminary,MO,Saint Louis,St. Louis County,,,,
Crowder College,MO,Neosho,Newton County,685.0,1009.0,1694.0,12.0
Culver-Stockton College,MO,Canton,Lewis County,463.0,340.0,803.0,10.0
Drury University,MO,Springfield,Greene County,576.0,738.0,1314.0,5.0
East Central College,MO,Union,Franklin County,461.0,674.0,1135.0,13.0
Eden Theological Seminary,MO,Webster Groves,St. Louis County,,,,
Pinnacle Career Institute,MO,Kansas City,Platte County,,,,
Evangel University,MO,Springfield,Greene County,630.0,791.0,1421.0,8.0
Fontbonne University,MO,Saint Louis,St. Louis County,237.0,354.0,591.0,7.0
Four Rivers Career Center,MO,Washington,Franklin County,,,,
Ozarks Technical Community College,MO,Springfield,Greene County,,,,
Hannibal-LaGrange University,MO,Hannibal,Marion County,221.0,256.0,477.0,9.0
Harris-Stowe State University,MO,Saint Louis,St. Louis City,294.0,699.0,993.0,9.0
House of Heavilin Beauty College-Kansas City,MO,Kansas City,Jackson County,,,,
Summit Salon Academy Kansas City,MO,Independence,Jackson County,,,,
Jefferson College,MO,Hillsboro,Jefferson County,653.0,912.0,1565.0,12.0
Paul Mitchell the School-Missouri Columbia,MO,Columbia,Boone County,,,,
Barnes-Jewish College Goldfarb School of Nursing,MO,Saint Louis,St. Louis City,,,,
Kansas City Art Institute,MO,Kansas City,Jackson County,,,,
Kenrick Glennon Seminary,MO,Saint Louis,St. Louis County,,,,
A T Still University of Health Sciences,MO,Kirksville,Adair County,,,,
Lake Career and Technical Center,MO,Camdenton,Camden County,,,,
Lex La-Ray Technical Center,MO,Lexington,Lafayette County,,,,
Lincoln University,MO,Jefferson City,Cole County,460.0,673.0,1133.0,4.0
Lindenwood University,MO,Saint Charles,St. Charles County,1754.0,2204.0,3958.0,4.0
State Technical College of Missouri,MO,Linn,Osage County,,,,
Logan University,MO,Chesterfield,St. Louis County,,,,
Metropolitan Community College-Kansas City,MO,Kansas City,Jackson County,2385.0,3114.0,5499.0,8.0
Lutheran School of Nursing,MO,Saint Louis,St. Louis City,,,,
Maryville University of Saint Louis,MO,Saint Louis,St. Louis County,1156.0,2059.0,3215.0,5.0
Missouri College of Cosmetology and Esthetics,MO,Jefferson City,Cole County,,,,
Midwest Institute,MO,Fenton,St. Louis County,,,,
Midwestern Baptist Theological Seminary,MO,Kansas City,Clay County,314.0,119.0,433.0,16.0
Mineral Area College,MO,Park Hills,St. Francois County,424.0,762.0,1186.0,8.0
Missouri Baptist University,MO,Saint Louis,St. Louis County,617.0,672.0,1289.0,9.0
Missouri Southern State University,MO,Joplin,Jasper County,1053.0,1678.0,2731.0,4.0
Missouri Valley College,MO,Marshall,Saline County,870.0,529.0,1399.0,9.0
Missouri Western State University,MO,Saint Joseph,Buchanan County,966.0,1565.0,2531.0,4.0
University of Missouri-Columbia,MO,Columbia,Boone County,9992.0,11839.0,21831.0,1.0
University of Missouri-Kansas City,MO,Kansas City,Jackson County,2274.0,3439.0,5713.0,3.0
Missouri University of Science and Technology,MO,Rolla,Phelps County,3888.0,1166.0,5054.0,4.0
University of Missouri-St Louis,MO,Saint Louis,St. Louis County,1749.0,2304.0,4053.0,5.0
University of Missouri-System Office,MO,Columbia,Boone County,,,,
Moberly Area Community College,MO,Moberly,Randolph County,757.0,1203.0,1960.0,12.0
Nazarene Theological Seminary,MO,Kansas City,Jackson County,,,,
Neosho Beauty College,MO,Neosho,Newton County,,,,
Truman State University,MO,Kirksville,Adair County,1273.0,1913.0,3186.0,4.0
Northwest Missouri State University,MO,Maryville,Nodaway County,1783.0,2592.0,4375.0,4.0
Ozark Christian College,MO,Joplin,Jasper County,258.0,197.0,455.0,16.0
College of the Ozarks,MO,Point Lookout,Taney County,639.0,812.0,1451.0,15.0
Park University,MO,Parkville,Platte County,1557.0,1754.0,3311.0,9.0
Stevens-The Institute of Business & Arts,MO,Saint Louis,St. Louis City,,,,
Poplar Bluff Technical Career Center,MO,Poplar Bluff,Butler County,,,,
Ranken Technical College,MO,Saint Louis,St. Louis City,,,,
Research College of Nursing,MO,Kansas City,Jackson County,,,,
Rockhurst University,MO,Kansas City,Jackson County,632.0,1140.0,1772.0,5.0
Rolla Technical Institute/Center,MO,Rolla,Phelps County,,,,
Saint Louis University,MO,Saint Louis,St. Louis City,2473.0,4142.0,6615.0,3.0
Salem College of Hairstyling,MO,Rolla,Phelps County,,,,
American College of Hair Design Inc,MO,Sedalia,Pettis County,,,,
Saint Louis Christian College,MO,Florissant,St. Louis County,,,,
University of Health Sciences and Pharmacy in St. Louis,MO,Saint Louis,St. Louis City,88.0,164.0,252.0,9.0
Saint Louis Community College,MO,Bridgeton,St. Louis County,1865.0,2897.0,4762.0,13.0
Saint Paul School of Theology,KS,Leawood,Johnson County,,,,
Southwest Baptist University,MO,Bolivar,Polk County,516.0,810.0,1326.0,4.0
Missouri State University-West Plains,MO,West Plains,Howell County,186.0,451.0,637.0,12.0
St Louis College of Health Careers-St Louis,MO,Saint Louis,St. Louis City,,,,
State Fair Community College,MO,Sedalia,Pettis County,624.0,1203.0,1827.0,12.0
Stephens College,MO,Columbia,Boone County,,,,
Southeast Missouri State University,MO,Cape Girardeau,Cape Girardeau County,2530.0,3932.0,6462.0,2.0
Missouri State University-Springfield,MO,Springfield,Greene County,4701.0,7284.0,11985.0,2.0
Three Rivers College,MO,Poplar Bluff,Butler County,415.0,946.0,1361.0,12.0
North Central Missouri College,MO,Trenton,Grundy County,204.0,479.0,683.0,8.0
Kansas City University,MO,Kansas City,Jackson County,,,,
Washington University in St Louis,MO,Saint Louis,St. Louis County,3499.0,3824.0,7323.0,6.0
Webster University,MO,Saint Louis,St. Louis County,797.0,1084.0,1881.0,7.0
Westminster College,MO,Fulton,Callaway County,370.0,269.0,639.0,6.0
William Jewell College,MO,Liberty,Clay County,383.0,387.0,770.0,4.0
William Woods University,MO,Fulton,Callaway County,178.0,429.0,607.0,9.0
Academy of Cosmetology Inc,MT,Bozeman,Gallatin County,,,,
Blackfeet Community College,MT,Browning,Glacier County,,,,
Butte Academy of Beauty Culture,MT,Butte,Silver Bow County,,,,
Highlands College of Montana Tech,MT,Butte,Silver Bow County,,,,
Crevier's Academy of Cosmetology Arts,MT,Kalispell,Flathead County,,,,
Carroll College,MT,Helena,Lewis and Clark County,410.0,652.0,1062.0,9.0
Dawson Community College,MT,Glendive,Dawson County,133.0,114.0,247.0,12.0
Chief Dull Knife College,MT,Lame Deer,Rosebud County,,,,
Montana State University Billings,MT,Billings,Yellowstone County,775.0,1147.0,1922.0,5.0
Flathead Valley Community College,MT,Kalispell,Flathead County,,,,
Aaniiih Nakoda College,MT,Harlem,Blaine County,,,,
Fort Peck Community College,MT,Poplar,Roosevelt County,,,,
Great Falls College Montana State University,MT,Great Falls,Cascade County,,,,
University of Providence,MT,Great Falls,Cascade County,212.0,318.0,530.0,9.0
Helena College University of Montana,MT,Helena,Lewis and Clark County,,,,
Little Big Horn College,MT,Crow Agency,Big Horn County,,,,
Miles Community College,MT,Miles City,Custer County,100.0,165.0,265.0,12.0
Montana Technological University,MT,Butte,Silver Bow County,839.0,543.0,1382.0,9.0
Montana State University,MT,Bozeman,Gallatin County,6592.0,5701.0,12293.0,2.0
The University of Montana,MT,Missoula,Missoula County,2439.0,3315.0,5754.0,2.0
Montana State University-Northern,MT,Havre,Hill County,411.0,291.0,702.0,9.0
Rocky Mountain College,MT,Billings,Yellowstone County,405.0,384.0,789.0,9.0
Salish Kootenai College,MT,Pablo,Lake County,,,,
The University of Montana-Western,MT,Dillon,Beaverhead County,378.0,635.0,1013.0,9.0
Yellowstone Christian College,MT,Billings,Yellowstone County,,,,
Bellevue University,NE,Bellevue,Sarpy County,2486.0,3187.0,5673.0,10.0
Clarkson College,NE,Omaha,Douglas County,,,,
Bryan College of Health Sciences,NE,Lincoln,Lancaster County,,,,
Central Community College,NE,Grand Island,Hall County,814.0,828.0,1642.0,8.0
Chadron State College,NE,Chadron,Dawes County,589.0,852.0,1441.0,4.0
College of Hair Design-Downtown,NE,Lincoln,Lancaster County,,,,
Concordia University-Nebraska,NE,Seward,Seward County,568.0,608.0,1176.0,10.0
Creighton University,NE,Omaha,Douglas County,1776.0,2583.0,4359.0,3.0
Doane University,NE,Crete,Saline County,536.0,422.0,958.0,10.0
Hastings College,NE,Hastings,Adams County,422.0,496.0,918.0,10.0
CHI Health School of Radiologic Technology,NE,Omaha,Douglas County,,,,
Joseph's College Cosmetology,NE,Lincoln,Lancaster County,,,,
University of Nebraska at Kearney,NE,Kearney,Buffalo County,1449.0,2312.0,3761.0,4.0
Nebraska Methodist College of Nursing & Allied Health,NE,Omaha,Douglas County,,,,
Metropolitan Community College Area,NE,Omaha,Douglas County,,,,
Mid-Plains Community College,NE,North Platte,Lincoln County,292.0,315.0,607.0,12.0
Midland University,NE,Fremont,Dodge County,600.0,582.0,1182.0,10.0
University of Nebraska at Omaha,NE,Omaha,Douglas County,4298.0,5650.0,9948.0,3.0
Nebraska Indian Community College,NE,Macy,Thurston County,,,,
University of Nebraska Medical Center,NE,Omaha,Douglas County,,,,
Nebraska Wesleyan University,NE,Lincoln,Lancaster County,695.0,894.0,1589.0,6.0
University of Nebraska-Lincoln,NE,Lincoln,Lancaster County,9238.0,9197.0,18435.0,1.0
Northeast Community College,NE,Norfolk,Madison County,992.0,839.0,1831.0,13.0
Peru State College,NE,Peru,Nemaha County,464.0,664.0,1128.0,10.0
Summit Christian College,NE,Gering,Scotts Bluff County,,,,
College of Saint Mary,NE,Omaha,Douglas County,,,,
Southeast Community College Area,NE,Lincoln,Lancaster County,1796.0,1369.0,3165.0,13.0
Union College,NE,Lincoln,Lancaster County,245.0,308.0,553.0,8.0
University of Nebraska-Central Administration System Office,NE,Lincoln,Lancaster County,,,,
Nebraska College of Technical Agriculture,NE,Curtis,Frontier County,82.0,150.0,232.0,8.0
Wayne State College,NE,Wayne,Wayne County,1173.0,1634.0,2807.0,4.0
Western Nebraska Community College,NE,Scottsbluff,Scotts Bluff County,274.0,360.0,634.0,12.0
York College,NE,York,York County,233.0,184.0,417.0,10.0
Academy of Hair Design-Las Vegas,NV,Las Vegas,Clark County,,,,
Career College of Northern Nevada,NV,Sparks,Washoe County,,,,
College of Southern Nevada,NV,Las Vegas,Clark County,3804.0,5118.0,8922.0,12.0
Las Vegas College,NV,Las Vegas,Clark County,,,,
University of Nevada-Las Vegas,NV,Las Vegas,Clark County,8268.0,11219.0,19487.0,1.0
University of Nevada-Reno,NV,Reno,Washoe County,6534.0,7459.0,13993.0,1.0
Great Basin College,NV,Elko,Elko County,,,,
Sierra Nevada University,NV,Incline Village,Washoe County,,,,
Truckee Meadows Community College,NV,Reno,Washoe County,1020.0,1355.0,2375.0,12.0
Nevada System of Higher Education-System Office,NV,Reno,Washoe County,,,,
Western Nevada College,NV,Carson City,Carson City,,,,
Colby-Sawyer College,NH,New London,Merrimack County,213.0,544.0,757.0,7.0
Continental Academie of Hair Design-Hudson,NH,Hudson,Hillsborough County,,,,
Dartmouth College,NH,Hanover,Grafton County,2295.0,2237.0,4532.0,2.0
Empire Beauty School-Laconia,NH,Laconia,Belknap County,,,,
Empire Beauty School-Somersworth,NH,Somersworth,Strafford County,,,,
Franklin Pierce University,NH,Rindge,Cheshire County,519.0,540.0,1059.0,4.0
University of New Hampshire-Franklin Pierce School of Law,NH,Concord,Merrimack County,,,,
Keene Beauty Academy,NH,Keene,Cheshire County,,,,
Magdalen College,NH,Warner,Merrimack County,,,,
Michael's School of Hair Design & Esthetics,NH,Bedford,Hillsborough County,,,,
